Census Year,CountyFIPSCode,Economic Development Region,Workforce Development Area,County Name,County Code,Age Range,Gender,Total Population,No High School Diploma,High School Diploma Or Equivalent,Some College No Degree,Associate's Degree,Bachelor's Degree,Graduate or Professional Degree,BachelorDegreeAndMore,Total Post-Secondary Degrees,latitude,longitude
01/01/2010 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,35 to 44 Years,Male,3240,348,1660,571,263,249,149,398,661,41.8103707,-78.5712202
01/01/2011 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,35 to 44 Years,Male,3199,358,1604,629,244,221,143,364,608,41.8103707,-78.5712202
01/01/2012 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,35 to 44 Years,Male,3140,342,1550,643,268,194,143,337,605,41.8103707,-78.5712202
01/01/2016 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,25 to 34 Years,Female,2130,195,798,422,168,405,142,547,715,41.8103707,-78.5712202
01/01/2012 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,25 to 34 Years,Female,2126,227,724,459,175,399,142,541,716,41.8103707,-78.5712202
01/01/2015 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,25 to 34 Years,Female,2159,203,793,478,171,375,139,514,685,41.8103707,-78.5712202
01/01/2013 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,35 to 44 Years,Male,3113,320,1605,550,255,249,134,383,638,41.8103707,-78.5712202
01/01/2014 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,35 to 44 Years,Male,3125,267,1579,624,283,240,132,372,655,41.8103707,-78.5712202
01/01/2015 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,35 to 44 Years,Male,3096,213,1632,571,276,285,119,404,680,41.8103707,-78.5712202
01/01/2016 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,35 to 44 Years,Male,3057,303,1528,564,251,303,108,411,662,41.8103707,-78.5712202
01/01/2016 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,25 to 34 Years,Male,2696,221,1293,551,260,286,85,371,631,41.8103707,-78.5712202
01/01/2010 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,25 to 34 Years,Male,2713,261,1278,545,250,302,77,379,629,41.8103707,-78.5712202
01/01/2014 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,25 to 34 Years,Male,2633,312,1215,543,228,258,77,335,563,41.8103707,-78.5712202
01/01/2011 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,25 to 34 Years,Male,2644,319,1183,591,204,276,71,347,551,41.8103707,-78.5712202
01/01/2012 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,25 to 34 Years,Male,2634,339,1164,589,238,244,60,304,542,41.8103707,-78.5712202
01/01/2013 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,25 to 34 Years,Male,2730,299,1187,696,285,205,58,263,548,41.8103707,-78.5712202
01/01/2015 12:00:00 AM,42083,Northwest,North Central WDA,McKean,42,25 to 34 Years,Male,2638,295,1276,532,203,278,54,332,535,41.8103707,-78.5712202
01/01/2014 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Female,9470,864,4491,1392,956,1048,719,1767,2723,41.7911781,-76.5182562
01/01/2011 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Female,9333,961,4332,1452,816,1062,710,1772,2588,41.7911781,-76.5182562
01/01/2013 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Female,9499,904,4386,1430,936,1149,694,1843,2779,41.7911781,-76.5182562
01/01/2015 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Female,9426,838,4448,1349,1011,1103,677,1780,2791,41.7911781,-76.5182562
01/01/2012 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Female,9375,954,4361,1396,928,1061,675,1736,2664,41.7911781,-76.5182562
01/01/2010 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Female,9208,913,4401,1446,814,999,635,1634,2448,41.7911781,-76.5182562
01/01/2016 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Female,9258,760,4386,1436,1037,1060,579,1639,2676,41.7911781,-76.5182562
01/01/2015 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Male,9186,1000,4608,1284,780,952,562,1514,2294,41.7911781,-76.5182562
01/01/2016 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Male,9125,1010,4776,1206,739,876,518,1394,2133,41.7911781,-76.5182562
01/01/2011 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Male,9223,1136,4593,1280,767,938,509,1447,2214,41.7911781,-76.5182562
01/01/2012 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Male,9281,1063,4689,1297,815,913,504,1417,2232,41.7911781,-76.5182562
01/01/2014 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Male,9251,1022,4618,1356,824,936,495,1431,2255,41.7911781,-76.5182562
01/01/2013 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Male,9248,955,4783,1290,815,915,490,1405,2220,41.7911781,-76.5182562
01/01/2010 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,45 to 64 Years,Male,9076,1127,4646,1271,672,891,469,1360,2032,41.7911781,-76.5182562
01/01/2010 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Female,4120,343,1753,672,491,601,260,861,1352,41.7911781,-76.5182562
01/01/2014 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Female,3263,245,1186,474,428,687,243,930,1358,41.7911781,-76.5182562
01/01/2016 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Female,3364,221,1427,513,350,611,242,853,1203,41.7911781,-76.5182562
01/01/2012 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Female,3202,251,1190,529,444,550,238,788,1232,41.7911781,-76.5182562
01/01/2013 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Female,3712,285,1407,684,434,666,236,902,1336,41.7911781,-76.5182562
01/01/2015 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Female,3458,218,1392,652,414,557,225,782,1196,41.7911781,-76.5182562
01/01/2013 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Female,3221,242,1136,519,435,665,224,889,1324,41.7911781,-76.5182562
01/01/2013 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Male,3679,455,1764,621,274,341,224,565,839,41.7911781,-76.5182562
01/01/2011 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Female,3165,299,1124,572,438,513,219,732,1170,41.7911781,-76.5182562
01/01/2015 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Female,3267,330,1127,509,363,725,213,938,1301,41.7911781,-76.5182562
01/01/2011 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Female,4002,365,1696,658,422,652,209,861,1283,41.7911781,-76.5182562
01/01/2014 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Female,3577,239,1479,706,425,522,206,728,1153,41.7911781,-76.5182562
01/01/2012 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Female,3917,322,1653,688,406,648,200,848,1254,41.7911781,-76.5182562
01/01/2014 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Male,3562,396,1866,529,278,306,187,493,771,41.7911781,-76.5182562
01/01/2016 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Female,3247,294,1035,600,383,751,184,935,1318,41.7911781,-76.5182562
01/01/2010 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Male,4101,580,2080,560,249,448,184,632,881,41.7911781,-76.5182562
01/01/2012 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Male,3804,483,1882,609,245,401,184,585,830,41.7911781,-76.5182562
01/01/2011 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Male,3908,561,1943,603,211,419,171,590,801,41.7911781,-76.5182562
01/01/2010 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Female,3146,244,1144,614,479,495,170,665,1144,41.7911781,-76.5182562
01/01/2015 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Male,3428,389,1702,518,299,360,160,520,819,41.7911781,-76.5182562
01/01/2016 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,35 to 44 Years,Male,3375,372,1653,460,324,413,153,566,890,41.7911781,-76.5182562
01/01/2016 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Male,3292,343,1680,410,354,419,86,505,859,41.7911781,-76.5182562
01/01/2015 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Male,3324,364,1784,415,268,432,61,493,761,41.7911781,-76.5182562
01/01/2014 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Male,3241,410,1683,399,243,454,52,506,749,41.7911781,-76.5182562
01/01/2012 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Male,3121,303,1496,501,265,506,50,556,821,41.7911781,-76.5182562
01/01/2013 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Male,3208,340,1723,388,234,479,44,523,757,41.7911781,-76.5182562
01/01/2010 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Male,3002,388,1418,423,240,494,39,533,773,41.7911781,-76.5182562
01/01/2011 12:00:00 AM,42015,Northeast,Northern Tier WDA,Bradford,8,25 to 34 Years,Male,3055,345,1509,459,238,474,30,504,742,41.7911781,-76.5182562
01/01/2010 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Female,5965,436,2540,1195,628,612,554,1166,1794,41.7733383,-77.2578808
01/01/2014 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Female,6084,473,2641,1013,749,668,540,1208,1957,41.7733383,-77.2578808
01/01/2016 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Female,6001,443,2545,938,751,791,533,1324,2075,41.7733383,-77.2578808
01/01/2015 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Female,6047,452,2737,945,658,723,532,1255,1913,41.7733383,-77.2578808
01/01/2011 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Female,6033,487,2595,1159,660,603,529,1132,1792,41.7733383,-77.2578808
01/01/2012 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Female,6050,463,2611,1143,678,635,520,1155,1833,41.7733383,-77.2578808
01/01/2013 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Female,6088,493,2632,1079,709,693,482,1175,1884,41.7733383,-77.2578808
01/01/2012 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Male,5990,651,2934,937,459,588,421,1009,1468,41.7733383,-77.2578808
01/01/2011 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Male,5933,674,2850,904,470,623,412,1035,1505,41.7733383,-77.2578808
01/01/2010 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Male,5863,687,2761,860,487,668,400,1068,1555,41.7733383,-77.2578808
01/01/2013 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Male,6002,677,2891,992,469,575,398,973,1442,41.7733383,-77.2578808
01/01/2014 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Male,5984,667,2843,1058,467,562,387,949,1416,41.7733383,-77.2578808
01/01/2015 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Male,5988,672,2942,968,451,578,377,955,1406,41.7733383,-77.2578808
01/01/2016 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,45 to 64 Years,Male,5911,640,2807,987,506,603,368,971,1477,41.7733383,-77.2578808
01/01/2016 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Female,2215,62,840,383,262,417,251,668,930,41.7733383,-77.2578808
01/01/2015 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Female,2252,46,805,455,268,428,250,678,946,41.7733383,-77.2578808
01/01/2014 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Female,2309,56,815,508,306,384,240,624,930,41.7733383,-77.2578808
01/01/2016 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Female,2272,201,608,470,205,557,231,788,993,41.7733383,-77.2578808
01/01/2013 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Female,2156,177,492,528,175,554,230,784,959,41.7733383,-77.2578808
01/01/2015 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Female,2244,214,559,497,206,542,226,768,974,41.7733383,-77.2578808
01/01/2014 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Female,2194,176,502,502,225,566,223,789,1014,41.7733383,-77.2578808
01/01/2013 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Female,2359,58,807,593,306,392,203,595,901,41.7733383,-77.2578808
01/01/2011 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Female,2535,101,825,637,450,332,190,522,972,41.7733383,-77.2578808
01/01/2010 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Female,2597,129,949,602,430,304,183,487,917,41.7733383,-77.2578808
01/01/2012 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Female,2082,159,527,530,166,531,169,700,866,41.7733383,-77.2578808
01/01/2012 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Female,2446,96,829,588,412,359,162,521,933,41.7733383,-77.2578808
01/01/2015 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Male,2371,296,877,429,225,393,151,544,769,41.7733383,-77.2578808
01/01/2014 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Male,2355,166,1137,486,179,239,148,387,566,41.7733383,-77.2578808
01/01/2010 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Male,2484,226,1152,495,197,267,147,414,611,41.7733383,-77.2578808
01/01/2011 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Male,2456,235,1129,502,214,230,146,376,590,41.7733383,-77.2578808
01/01/2016 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Male,2264,181,1035,457,171,278,142,420,591,41.7733383,-77.2578808
01/01/2015 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Male,2354,170,1142,489,173,241,139,380,553,41.7733383,-77.2578808
01/01/2013 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Male,2376,198,1151,475,189,232,131,363,552,41.7733383,-77.2578808
01/01/2011 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Female,2012,204,556,435,252,436,129,565,817,41.7733383,-77.2578808
01/01/2014 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Male,2356,262,893,459,218,396,128,524,742,41.7733383,-77.2578808
01/01/2016 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Male,2436,251,1050,413,210,385,127,512,722,41.7733383,-77.2578808
01/01/2010 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Female,2008,214,494,483,247,456,114,570,817,41.7733383,-77.2578808
01/01/2012 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,35 to 44 Years,Male,2403,231,1183,475,203,198,113,311,514,41.7733383,-77.2578808
01/01/2013 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Male,2250,219,916,446,222,336,111,447,669,41.7733383,-77.2578808
01/01/2011 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Male,2115,223,916,461,170,250,95,345,515,41.7733383,-77.2578808
01/01/2010 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Male,2065,194,925,414,172,284,76,360,532,41.7733383,-77.2578808
01/01/2012 12:00:00 AM,42117,Northeast,Northern Tier WDA,Tioga,59,25 to 34 Years,Male,2177,260,918,442,181,313,63,376,557,41.7733383,-77.2578808
01/01/2012 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Male,2633,276,1421,372,180,206,178,384,564,41.7442064,-77.8987923
01/01/2014 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Male,2615,254,1374,398,141,271,177,448,589,41.7442064,-77.8987923
01/01/2015 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Female,2595,240,1278,484,251,172,170,342,593,41.7442064,-77.8987923
01/01/2014 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Female,2623,219,1345,456,245,190,168,358,603,41.7442064,-77.8987923
01/01/2013 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Male,2613,227,1420,372,157,273,164,437,594,41.7442064,-77.8987923
01/01/2016 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Male,2565,254,1366,402,155,236,152,388,543,41.7442064,-77.8987923
01/01/2015 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Male,2593,262,1351,393,160,276,151,427,587,41.7442064,-77.8987923
01/01/2016 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Female,2551,254,1224,492,264,177,140,317,581,41.7442064,-77.8987923
01/01/2013 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Female,2625,221,1349,456,236,225,138,363,599,41.7442064,-77.8987923
01/01/2011 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Female,2601,195,1400,392,242,238,134,372,614,41.7442064,-77.8987923
01/01/2012 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Female,2612,200,1409,427,234,217,125,342,576,41.7442064,-77.8987923
01/01/2011 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Male,2631,273,1420,354,201,262,121,383,584,41.7442064,-77.8987923
01/01/2014 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Female,927,39,419,164,82,103,120,223,305,41.7442064,-77.8987923
01/01/2010 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Male,2596,284,1334,391,204,265,118,383,587,41.7442064,-77.8987923
01/01/2015 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Female,900,12,426,181,66,101,114,215,281,41.7442064,-77.8987923
01/01/2016 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Female,874,23,370,175,106,91,109,200,306,41.7442064,-77.8987923
01/01/2013 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Female,974,50,450,177,92,101,104,205,297,41.7442064,-77.8987923
01/01/2010 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,45 to 64 Years,Female,2587,227,1397,380,230,255,98,353,583,41.7442064,-77.8987923
01/01/2012 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Female,996,53,461,189,96,101,96,197,293,41.7442064,-77.8987923
01/01/2015 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Female,801,43,265,169,92,142,90,232,324,41.7442064,-77.8987923
01/01/2016 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Female,797,58,266,188,77,130,78,208,285,41.7442064,-77.8987923
01/01/2013 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Male,971,46,512,146,87,104,76,180,267,41.7442064,-77.8987923
01/01/2014 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Female,802,42,310,186,76,118,70,188,264,41.7442064,-77.8987923
01/01/2013 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Female,795,47,311,189,90,94,64,158,248,41.7442064,-77.8987923
01/01/2014 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Male,933,32,507,170,69,93,62,155,224,41.7442064,-77.8987923
01/01/2012 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Female,801,54,318,192,100,76,61,137,237,41.7442064,-77.8987923
01/01/2011 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Female,1030,64,509,193,110,95,59,154,264,41.7442064,-77.8987923
01/01/2012 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Male,844,68,356,174,104,83,59,142,246,41.7442064,-77.8987923
01/01/2016 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Male,899,27,459,183,93,84,53,137,230,41.7442064,-77.8987923
01/01/2010 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Female,1092,124,515,185,131,85,52,137,268,41.7442064,-77.8987923
01/01/2010 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Male,850,79,375,132,141,71,52,123,264,41.7442064,-77.8987923
01/01/2012 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Male,1003,40,565,147,82,119,50,169,251,41.7442064,-77.8987923
01/01/2011 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Male,850,68,346,163,140,83,50,133,273,41.7442064,-77.8987923
01/01/2015 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Male,909,36,483,191,71,78,50,128,199,41.7442064,-77.8987923
01/01/2011 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Female,795,59,307,211,103,65,50,115,218,41.7442064,-77.8987923
01/01/2011 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Male,1023,58,550,157,102,111,45,156,258,41.7442064,-77.8987923
01/01/2016 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Male,878,71,383,139,118,123,44,167,285,41.7442064,-77.8987923
01/01/2010 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Female,810,72,333,206,92,64,43,107,199,41.7442064,-77.8987923
01/01/2010 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,35 to 44 Years,Male,1056,83,556,148,108,119,42,161,269,41.7442064,-77.8987923
01/01/2014 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Male,865,75,383,165,98,105,39,144,242,41.7442064,-77.8987923
01/01/2015 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Male,871,69,386,128,115,136,37,173,288,41.7442064,-77.8987923
01/01/2013 12:00:00 AM,42105,Northwest,North Central WDA,Potter,53,25 to 34 Years,Male,849,71,377,197,90,84,30,114,204,41.7442064,-77.8987923
01/01/2016 12:00:00 AM,42039,Northwest,Northwest WDA,Crawford,20,45 to 64 Years,Female,12807,1082,5983,1794,1222,1670,1056,2726,3948,41.6854691,-80.1132108
01/01/2015 12:00:00 AM,42039,Northwest,Northwest WDA,Crawford,20,45 to 64 Years,Female,12908,1179,6104,1846,1173,1641,965,2606,3779,41.6854691,-80.1132108
01/01/2010 12:00:00 AM,42039,Northwest,Northwest WDA,Crawford,20,45 to 64 Years,Female,13004,1274,6510,1873,876,1516,955,2471,3347,41.6854691,-80.1132108
01/01/2014 12:00:00 AM,42039,Northwest,Northwest WDA,Crawford,20,45 to 64 Years,Male,12472,1353,6064,1905,763,1439,948,2387,3150,41.6854691,-80.1132108
01/01/2013 12:00:00 AM,42039,Northwest,Northwest WDA,Crawford,20,45 to 64 Years,Female,13126,1158,6540,1898,1143,1459,928,2387,3530,41.6854691,-80.1132108
